Bundle ID	Report Link
2023-07-09 14:41:36	Data container moved	com.apple.tv	/private/var/mobile/Containers/Data/Application/93254656-641B-45ED-A929-279EE3B73A8A
2023-07-09 14:41:36	Data container moved	com.apple.tv.TVCoreSpotlightExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/F3F4C4E0-DCC8-45A5-BBEA-C238B72A8331
2023-07-09 14:41:36	Data container moved	com.apple.tv.TVNotificationContentExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/E6010CCC-6920-4FD6-9193-E9CA4A7159A2
2023-07-09 14:41:36	Data container moved	com.apple.tv.TVIntentsExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/82E568D7-9028-4897-8BCA-C409638302E4
2023-07-09 14:41:36	Data container moved	com.apple.tv.TVWidgetExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/D5F02D53-7D0A-4FEB-94B5-348CDCF2307E
2023-07-09 14:41:36	Made container live	com.apple.tv	/private/var/containers/Bundle/Application/B017F728-5E6C-4842-99AE-07FEC406CF1B
2023-07-09 14:41:36	Install successful	com.apple.tv	
2023-07-09 14:41:37	Data container moved	com.apple.Home	/private/var/mobile/Containers/Data/Application/ACC03A5C-2A31-4958-9167-43237813C9F9
2023-07-09 14:41:37	Data container moved	com.apple.Home.HomeNotification	/private/var/mobile/Containers/Data/PluginKitPlugin/324D8FC1-7483-473B-A7A8-8AC0E260E3E2
2023-07-09 14:41:37	Data container moved	com.apple.Home.HomeIntentExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/6A431597-AAB1-429F-99E5-FBC9535A70E9
2023-07-09 14:41:37	Data container moved	com.apple.Home.HomeUtilNotification	/private/var/mobile/Containers/Data/PluginKitPlugin/F4545FB2-1F64-41AC-A08A-5FFDFB8EC8D2
2023-07-09 14:41:37	Made container live	com.apple.Home	/private/var/containers/Bundle/Application/05DCC0B0-2E53-4326-91D6-C0D776A17D89
2023-07-09 14:41:37	Install successful	com.apple.Home	
2023-07-09 14:41:42	Data container moved	com.apple.podcasts	/private/var/mobile/Containers/Data/Application/6903CEF4-1E64-42C2-ACAC-7B1A5A080EDC
2023-07-09 14:41:42	Data container moved	com.apple.podcasts.DiagnosticExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/6A67668D-A9B3-4747-A52C-E87EF2622738
2023-07-09 14:41:42	Data container moved	com.apple.podcasts.PodcastsNotificationExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/E0A5AE0C-6F89-47F3-82AA-AA11654991AF
2023-07-09 14:41:42	Data container moved	com.apple.podcasts.PodcastsClassKitExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/742E5187-FB92-4D28-947D-4FAA699422DF
2023-07-09 14:41:42	Data container moved	com.apple.podcasts.widget	/private/var/mobile/Containers/Data/PluginKitPlugin/E22A8E94-BCF9-4FEA-9D86-41C1DAA4F10F
2023-07-09 14:41:42	Data container moved	com.apple.podcasts.SpotlightIndexExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/0D3F8F08-032A-4429-B0DC-0C8E057DFE32
2023-07-09 14:41:42	Data container moved	com.apple.podcasts.PodcastsProductPageExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/0E40CCBE-EADF-4B6B-B214-41E90EDB9574
2023-07-09 14:41:42	Data container moved	com.apple.podcasts.PodcastsAnnouncementsNotificationExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/CF084A4F-112B-4341-A96D-1B8CF50F7BB7
2023-07-09 14:41:42	Made container live	com.apple.podcasts	/private/var/containers/Bundle/Application/FE321B00-25F5-4621-AD3F-D3AE4A8E3D94
2023-07-09 14:41:42	Install successful	com.apple.podcasts	
2023-07-09 14:41:44	Data container moved	com.apple.reminders	/private/var/mobile/Containers/Data/Application/82642679-08CE-4E41-A48F-F4FDE60738BA
2023-07-09 14:41:44	Data container moved	com.apple.reminders.IntentsUIExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/84DBDDCF-E1F7-4B80-89B8-0FA5EAAB3124
2023-07-09 14:41:44	Data container moved	com.apple.reminders.WidgetExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/211F086A-8845-4F2B-A651-E025D46E06BB
2023-07-09 14:41:44	Data container moved	com.apple.reminders.sharingextension	/private/var/mobile/Containers/Data/PluginKitPlugin/CDC497F2-11BE-42DE-B1F3-DFC0429DD0C3
2023-07-09 14:41:44	Data container moved	com.apple.reminders.IntentsExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/FF7A2518-1821-48D5-8B08-383FAC0A2C74
2023-07-09 14:41:44	Data container moved	com.apple.reminders.spotlightindexextension	/private/var/mobile/Containers/Data/PluginKitPlugin/32BACBA1-D180-45AE-B023-A3DBB2A5CC11
2023-07-09 14:41:44	Made container live	com.apple.reminders	/private/var/containers/Bundle/Application/48C7F1AA-79FC-4369-B878-4ACB824A07C0
2023-07-09 14:41:44	Install successful	com.apple.reminders	
2023-07-09 14:41:46	Data container moved	com.apple.mobilenotes	/private/var/mobile/Containers/Data/Application/C66B36C2-65CF-49B4-93AD-646476311AA9
2023-07-09 14:41:46	Data container moved	com.apple.mobilenotes.QuickLookExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/DB169A7F-15C7-4E30-8D43-4C6E2D0073FF
2023-07-09 14:41:46	Data container moved	com.apple.mobilenotes.IntentsExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/E3A623DD-B0DA-4831-B2E6-AD01EDE7FE38
2023-07-09 14:41:46	Data container moved	com.apple.mobilenotes.SpotlightIndexExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/1ACDD7B1-4516-40E2-8DE6-8A86A0736289
2023-07-09 14:41:46	Data container moved	com.apple.mobilenotes.SharingExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/BE925952-D63F-4684-9BE4-1930A20ADB23
2023-07-09 14:41:46	Data container moved	com.apple.mobilenotes.WidgetExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/E8E75C43-966E-4CF8-A8D3-0DB645CEB639
2023-07-09 14:41:46	Made container live	com.apple.mobilenotes	/private/var/containers/Bundle/Application/B76800DC-E690-4195-AA5C-FF6AFF3601EB
2023-07-09 14:41:46	Install successful	com.apple.mobilenotes	
2023-07-09 14:41:52	Data container moved	com.apple.facetime	/private/var/mobile/Containers/Data/Application/E80CD3BD-F005-4FA5-B94B-C96BB4A2C0BF
2023-07-09 14:41:52	Made container live	com.apple.facetime	/private/var/containers/Bundle/Application/5958A65C-7FC2-4246-82AC-C4861F60F262
2023-07-09 14:41:52	Install successful	com.apple.facetime	
2023-07-09 14:41:52	Data container moved	com.apple.MobileStore	/private/var/mobile/Containers/Data/Application/BF82AB5A-AF92-4FAA-8267-D1263246E26D
2023-07-09 14:41:52	Data container moved	com.apple.MobileStore.MusicStoreNotificationContentPlugin	/private/var/mobile/Containers/Data/PluginKitPlugin/41F5E560-B694-4206-A99F-9BF92CA026DE
2023-07-09 14:41:52	Made container live	com.apple.MobileStore	/private/var/containers/Bundle/Application/4A5E7C19-D3BC-4045-8A27-A21CB9B33009
2023-07-09 14:41:52	Install successful	com.apple.MobileStore	
2023-07-09 14:41:52	Data container moved	com.apple.mobilecal	/private/var/mobile/Containers/Data/Application/4FD0FC36-A480-478D-A4A2-1C0B302375FA
2023-07-09 14:41:52	Data container moved	com.apple.mobilecal.diagnosticextension	/private/var/mobile/Containers/Data/PluginKitPlugin/37AA06B5-2722-4534-B33D-4E6643779AFE
2023-07-09 14:41:52	Data container moved	com.apple.mobilecal.CalendarWidgetExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/00DCF0F8-BF44-4DA7-8ABE-36A51BBB6BE8
2023-07-09 14:41:52	Made container live	com.apple.mobilecal	/private/var/containers/Bundle/Application/2C446020-076E-41D9-9FC5-BFA086263658
2023-07-09 14:41:52	Install successful	com.apple.mobilecal	
2023-07-09 14:41:55	Data container moved	com.apple.VoiceMemos	/private/var/mobile/Containers/Data/Application/4ABF0F08-5BD0-4D42-9B6D-935A82D6A135
2023-07-09 14:41:55	Data container moved	com.apple.VoiceMemos.VoiceMemosIntentsExtension	/private/var/mobile/Containers/Data/PluginKitPlugin/63CA076A-0674-4D8D-A57A-7DE2CC9B7540
